sample,index,http://igem.org/engineering/test_execution/ActivityEdgeFlow230/LiteralIdentified1/Dataset1/SampleData1,excitationWavelength,emissionWavelength,emissionBandpassWidth,fluoroscein (uM),sulforhodamine (uM),cascade blue (uM),NanoCym beads (1/mL),double distilled water (uL),PBS (uL),http://igem.org/engineering/test_execution/ActivityEdgeFlow233/LiteralIdentified1/Dataset1/SampleData1,http://igem.org/engineering/test_execution/ActivityEdgeFlow236/LiteralIdentified1/Dataset1/SampleData1,http://igem.org/engineering/test_execution/ActivityEdgeFlow239/LiteralIdentified1/Dataset1/SampleData1,wavelength
B5,G10,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,2929687.5,200,0,,,,
B5,G11,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,1464843.75,200,0,,,,
B5,G12,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,200,0,,,,
B5,H1,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,1500000000.0,200,0,,,,
B5,H2,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,750000000.0,200,0,,,,
B5,H3,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,375000000.0,200,0,,,,
B5,H4,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,187500000.0,200,0,,,,
B5,H5,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,93750000.0,200,0,,,,
B5,H6,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,46875000.0,200,0,,,,
B5,H7,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,23437500.0,200,0,,,,
B5,H8,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,11718750.0,200,0,,,,
B5,H9,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,5859375.0,200,0,,,,
B5,H10,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,2929687.5,200,0,,,,
B5,H11,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,1464843.75,200,0,,,,
B5,H12,0.45690630820575306,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,732421.875,200,0,,,,
B6,A1,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,5.0,0.0,0.0,0.0,0,200,,,,
B6,A2,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,2.5,0.0,0.0,0.0,0,200,,,,
B6,A3,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,1.25,0.0,0.0,0.0,0,200,,,,
B6,A4,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.625,0.0,0.0,0.0,0,200,,,,
B6,A5,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.3125,0.0,0.0,0.0,0,200,,,,
B6,A6,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.15625,0.0,0.0,0.0,0,200,,,,
B6,A7,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.078125,0.0,0.0,0.0,0,200,,,,
B6,A8,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0390625,0.0,0.0,0.0,0,200,,,,
B6,A9,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.01953125,0.0,0.0,0.0,0,200,,,,
B6,A10,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.009765625,0.0,0.0,0.0,0,200,,,,
B6,A11,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0048828125,0.0,0.0,0.0,0,200,,,,
B6,A12,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
B6,B1,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,5.0,0.0,0.0,0.0,0,200,,,,
B6,B2,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,2.5,0.0,0.0,0.0,0,200,,,,
B6,B3,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,1.25,0.0,0.0,0.0,0,200,,,,
B6,B4,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.625,0.0,0.0,0.0,0,200,,,,
B6,B5,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.3125,0.0,0.0,0.0,0,200,,,,
B6,B6,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.15625,0.0,0.0,0.0,0,200,,,,
B6,B7,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.078125,0.0,0.0,0.0,0,200,,,,
B6,B8,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0390625,0.0,0.0,0.0,0,200,,,,
B6,B9,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.01953125,0.0,0.0,0.0,0,200,,,,
B6,B10,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.009765625,0.0,0.0,0.0,0,200,,,,
B6,B11,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0048828125,0.0,0.0,0.0,0,200,,,,
B6,B12,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
B6,C1,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,1.0,0.0,0.0,0,200,,,,
B6,C2,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.5,0.0,0.0,0,200,,,,
B6,C3,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.25,0.0,0.0,0,200,,,,
B6,C4,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.125,0.0,0.0,0,200,,,,
B6,C5,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0625,0.0,0.0,0,200,,,,
B6,C6,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.03125,0.0,0.0,0,200,,,,
B6,C7,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.015625,0.0,0.0,0,200,,,,
B6,C8,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0078125,0.0,0.0,0,200,,,,
B6,C9,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.00390625,0.0,0.0,0,200,,,,
B6,C10,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.001953125,0.0,0.0,0,200,,,,
B6,C11,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0009765625,0.0,0.0,0,200,,,,
B6,C12,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
B6,D1,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,1.0,0.0,0.0,0,200,,,,
B6,D2,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.5,0.0,0.0,0,200,,,,
B6,D3,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.25,0.0,0.0,0,200,,,,
B6,D4,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.125,0.0,0.0,0,200,,,,
B6,D5,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0625,0.0,0.0,0,200,,,,
B6,D6,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.03125,0.0,0.0,0,200,,,,
B6,D7,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.015625,0.0,0.0,0,200,,,,
B6,D8,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0078125,0.0,0.0,0,200,,,,
B6,D9,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.00390625,0.0,0.0,0,200,,,,
B6,D10,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.001953125,0.0,0.0,0,200,,,,
B6,D11,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0009765625,0.0,0.0,0,200,,,,
B6,D12,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0,0.0,0,200,,,,
B6,E1,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,5.0,0.0,200,0,,,,
B6,E2,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,2.5,0.0,200,0,,,,
B6,E3,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,1.25,0.0,200,0,,,,
B6,E4,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.625,0.0,200,0,,,,
B6,E5,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.3125,0.0,200,0,,,,
B6,E6,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.15625,0.0,200,0,,,,
B6,E7,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.078125,0.0,200,0,,,,
B6,E8,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0390625,0.0,200,0,,,,
B6,E9,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.01953125,0.0,200,0,,,,
B6,E10,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.009765625,0.0,200,0,,,,
B6,E11,0.20058212728665192,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin1/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin2/LiteralIdentified1/Measure1,http://igem.org/engineering/interlab/CallBehaviorAction61/ValuePin3/LiteralIdentified1/Measure1,0.0,0.0,0.0048828125,0.0,200,0,,,,
